Latency_us,CumulativeProbability,Metric
823,0.00183486,append_submit_to_ack_batch_latency
827,0.00366972,append_submit_to_ack_batch_latency
837,0.00550459,append_submit_to_ack_batch_latency
837,0.00733945,append_submit_to_ack_batch_latency
849,0.00917431,append_submit_to_ack_batch_latency
868,0.01100917,append_submit_to_ack_batch_latency
880,0.01284404,append_submit_to_ack_batch_latency
882,0.01467890,append_submit_to_ack_batch_latency
883,0.01651376,append_submit_to_ack_batch_latency
889,0.01834862,append_submit_to_ack_batch_latency
889,0.02018349,append_submit_to_ack_batch_latency
894,0.02201835,append_submit_to_ack_batch_latency
894,0.02385321,append_submit_to_ack_batch_latency
896,0.02568807,append_submit_to_ack_batch_latency
897,0.02752294,append_submit_to_ack_batch_latency
898,0.02935780,append_submit_to_ack_batch_latency
904,0.03119266,append_submit_to_ack_batch_latency
906,0.03302752,append_submit_to_ack_batch_latency
908,0.03486239,append_submit_to_ack_batch_latency
916,0.03669725,append_submit_to_ack_batch_latency
917,0.03853211,append_submit_to_ack_batch_latency
922,0.04036697,append_submit_to_ack_batch_latency
923,0.04220183,append_submit_to_ack_batch_latency
925,0.04403670,append_submit_to_ack_batch_latency
929,0.04587156,append_submit_to_ack_batch_latency
931,0.04770642,append_submit_to_ack_batch_latency
932,0.04954128,append_submit_to_ack_batch_latency
936,0.05137615,append_submit_to_ack_batch_latency
936,0.05321101,append_submit_to_ack_batch_latency
936,0.05504587,append_submit_to_ack_batch_latency
937,0.05688073,append_submit_to_ack_batch_latency
938,0.05871560,append_submit_to_ack_batch_latency
939,0.06055046,append_submit_to_ack_batch_latency
941,0.06238532,append_submit_to_ack_batch_latency
947,0.06422018,append_submit_to_ack_batch_latency
949,0.06605505,append_submit_to_ack_batch_latency
950,0.06788991,append_submit_to_ack_batch_latency
951,0.06972477,append_submit_to_ack_batch_latency
952,0.07155963,append_submit_to_ack_batch_latency
952,0.07339450,append_submit_to_ack_batch_latency
954,0.07522936,append_submit_to_ack_batch_latency
956,0.07706422,append_submit_to_ack_batch_latency
958,0.07889908,append_submit_to_ack_batch_latency
958,0.08073394,append_submit_to_ack_batch_latency
961,0.08256881,append_submit_to_ack_batch_latency
962,0.08440367,append_submit_to_ack_batch_latency
965,0.08623853,append_submit_to_ack_batch_latency
965,0.08807339,append_submit_to_ack_batch_latency
966,0.08990826,append_submit_to_ack_batch_latency
968,0.09174312,append_submit_to_ack_batch_latency
969,0.09357798,append_submit_to_ack_batch_latency
970,0.09541284,append_submit_to_ack_batch_latency
970,0.09724771,append_submit_to_ack_batch_latency
971,0.09908257,append_submit_to_ack_batch_latency
972,0.10091743,append_submit_to_ack_batch_latency
972,0.10275229,append_submit_to_ack_batch_latency
973,0.10458716,append_submit_to_ack_batch_latency
973,0.10642202,append_submit_to_ack_batch_latency
974,0.10825688,append_submit_to_ack_batch_latency
975,0.11009174,append_submit_to_ack_batch_latency
976,0.11192661,append_submit_to_ack_batch_latency
978,0.11376147,append_submit_to_ack_batch_latency
981,0.11559633,append_submit_to_ack_batch_latency
983,0.11743119,append_submit_to_ack_batch_latency
984,0.11926606,append_submit_to_ack_batch_latency
985,0.12110092,append_submit_to_ack_batch_latency
986,0.12293578,append_submit_to_ack_batch_latency
987,0.12477064,append_submit_to_ack_batch_latency
991,0.12660550,append_submit_to_ack_batch_latency
991,0.12844037,append_submit_to_ack_batch_latency
991,0.13027523,append_submit_to_ack_batch_latency
992,0.13211009,append_submit_to_ack_batch_latency
992,0.13394495,append_submit_to_ack_batch_latency
994,0.13577982,append_submit_to_ack_batch_latency
996,0.13761468,append_submit_to_ack_batch_latency
997,0.13944954,append_submit_to_ack_batch_latency
1007,0.14128440,append_submit_to_ack_batch_latency
1008,0.14311927,append_submit_to_ack_batch_latency
1009,0.14495413,append_submit_to_ack_batch_latency
1011,0.14678899,append_submit_to_ack_batch_latency
1011,0.14862385,append_submit_to_ack_batch_latency
1012,0.15045872,append_submit_to_ack_batch_latency
1012,0.15229358,append_submit_to_ack_batch_latency
1012,0.15412844,append_submit_to_ack_batch_latency
1013,0.15596330,append_submit_to_ack_batch_latency
1015,0.15779817,append_submit_to_ack_batch_latency
1020,0.15963303,append_submit_to_ack_batch_latency
1020,0.16146789,append_submit_to_ack_batch_latency
1021,0.16330275,append_submit_to_ack_batch_latency
1026,0.16513761,append_submit_to_ack_batch_latency
1026,0.16697248,append_submit_to_ack_batch_latency
1026,0.16880734,append_submit_to_ack_batch_latency
1029,0.17064220,append_submit_to_ack_batch_latency
1029,0.17247706,append_submit_to_ack_batch_latency
1030,0.17431193,append_submit_to_ack_batch_latency
1032,0.17614679,append_submit_to_ack_batch_latency
1033,0.17798165,append_submit_to_ack_batch_latency
1035,0.17981651,append_submit_to_ack_batch_latency
1035,0.18165138,append_submit_to_ack_batch_latency
1036,0.18348624,append_submit_to_ack_batch_latency
1037,0.18532110,append_submit_to_ack_batch_latency
1039,0.18715596,append_submit_to_ack_batch_latency
1043,0.18899083,append_submit_to_ack_batch_latency
1044,0.19082569,append_submit_to_ack_batch_latency
1045,0.19266055,append_submit_to_ack_batch_latency
1046,0.19449541,append_submit_to_ack_batch_latency
