Latency_us,CumulativeProbability,Metric
639,0.00183486,append_submit_to_ack_batch_latency
778,0.00366972,append_submit_to_ack_batch_latency
787,0.00550459,append_submit_to_ack_batch_latency
806,0.00733945,append_submit_to_ack_batch_latency
806,0.00917431,append_submit_to_ack_batch_latency
807,0.01100917,append_submit_to_ack_batch_latency
807,0.01284404,append_submit_to_ack_batch_latency
809,0.01467890,append_submit_to_ack_batch_latency
832,0.01651376,append_submit_to_ack_batch_latency
836,0.01834862,append_submit_to_ack_batch_latency
842,0.02018349,append_submit_to_ack_batch_latency
847,0.02201835,append_submit_to_ack_batch_latency
848,0.02385321,append_submit_to_ack_batch_latency
849,0.02568807,append_submit_to_ack_batch_latency
849,0.02752294,append_submit_to_ack_batch_latency
852,0.02935780,append_submit_to_ack_batch_latency
854,0.03119266,append_submit_to_ack_batch_latency
865,0.03302752,append_submit_to_ack_batch_latency
865,0.03486239,append_submit_to_ack_batch_latency
873,0.03669725,append_submit_to_ack_batch_latency
875,0.03853211,append_submit_to_ack_batch_latency
877,0.04036697,append_submit_to_ack_batch_latency
886,0.04220183,append_submit_to_ack_batch_latency
889,0.04403670,append_submit_to_ack_batch_latency
891,0.04587156,append_submit_to_ack_batch_latency
892,0.04770642,append_submit_to_ack_batch_latency
892,0.04954128,append_submit_to_ack_batch_latency
893,0.05137615,append_submit_to_ack_batch_latency
895,0.05321101,append_submit_to_ack_batch_latency
898,0.05504587,append_submit_to_ack_batch_latency
900,0.05688073,append_submit_to_ack_batch_latency
901,0.05871560,append_submit_to_ack_batch_latency
906,0.06055046,append_submit_to_ack_batch_latency
908,0.06238532,append_submit_to_ack_batch_latency
908,0.06422018,append_submit_to_ack_batch_latency
910,0.06605505,append_submit_to_ack_batch_latency
910,0.06788991,append_submit_to_ack_batch_latency
913,0.06972477,append_submit_to_ack_batch_latency
915,0.07155963,append_submit_to_ack_batch_latency
917,0.07339450,append_submit_to_ack_batch_latency
918,0.07522936,append_submit_to_ack_batch_latency
919,0.07706422,append_submit_to_ack_batch_latency
921,0.07889908,append_submit_to_ack_batch_latency
922,0.08073394,append_submit_to_ack_batch_latency
922,0.08256881,append_submit_to_ack_batch_latency
925,0.08440367,append_submit_to_ack_batch_latency
926,0.08623853,append_submit_to_ack_batch_latency
927,0.08807339,append_submit_to_ack_batch_latency
928,0.08990826,append_submit_to_ack_batch_latency
929,0.09174312,append_submit_to_ack_batch_latency
932,0.09357798,append_submit_to_ack_batch_latency
932,0.09541284,append_submit_to_ack_batch_latency
932,0.09724771,append_submit_to_ack_batch_latency
934,0.09908257,append_submit_to_ack_batch_latency
934,0.10091743,append_submit_to_ack_batch_latency
939,0.10275229,append_submit_to_ack_batch_latency
940,0.10458716,append_submit_to_ack_batch_latency
940,0.10642202,append_submit_to_ack_batch_latency
941,0.10825688,append_submit_to_ack_batch_latency
944,0.11009174,append_submit_to_ack_batch_latency
945,0.11192661,append_submit_to_ack_batch_latency
947,0.11376147,append_submit_to_ack_batch_latency
947,0.11559633,append_submit_to_ack_batch_latency
948,0.11743119,append_submit_to_ack_batch_latency
952,0.11926606,append_submit_to_ack_batch_latency
952,0.12110092,append_submit_to_ack_batch_latency
952,0.12293578,append_submit_to_ack_batch_latency
953,0.12477064,append_submit_to_ack_batch_latency
954,0.12660550,append_submit_to_ack_batch_latency
954,0.12844037,append_submit_to_ack_batch_latency
954,0.13027523,append_submit_to_ack_batch_latency
955,0.13211009,append_submit_to_ack_batch_latency
955,0.13394495,append_submit_to_ack_batch_latency
955,0.13577982,append_submit_to_ack_batch_latency
957,0.13761468,append_submit_to_ack_batch_latency
959,0.13944954,append_submit_to_ack_batch_latency
959,0.14128440,append_submit_to_ack_batch_latency
960,0.14311927,append_submit_to_ack_batch_latency
961,0.14495413,append_submit_to_ack_batch_latency
963,0.14678899,append_submit_to_ack_batch_latency
967,0.14862385,append_submit_to_ack_batch_latency
968,0.15045872,append_submit_to_ack_batch_latency
968,0.15229358,append_submit_to_ack_batch_latency
968,0.15412844,append_submit_to_ack_batch_latency
974,0.15596330,append_submit_to_ack_batch_latency
976,0.15779817,append_submit_to_ack_batch_latency
977,0.15963303,append_submit_to_ack_batch_latency
978,0.16146789,append_submit_to_ack_batch_latency
979,0.16330275,append_submit_to_ack_batch_latency
979,0.16513761,append_submit_to_ack_batch_latency
980,0.16697248,append_submit_to_ack_batch_latency
980,0.16880734,append_submit_to_ack_batch_latency
980,0.17064220,append_submit_to_ack_batch_latency
980,0.17247706,append_submit_to_ack_batch_latency
981,0.17431193,append_submit_to_ack_batch_latency
985,0.17614679,append_submit_to_ack_batch_latency
985,0.17798165,append_submit_to_ack_batch_latency
986,0.17981651,append_submit_to_ack_batch_latency
987,0.18165138,append_submit_to_ack_batch_latency
989,0.18348624,append_submit_to_ack_batch_latency
989,0.18532110,append_submit_to_ack_batch_latency
992,0.18715596,append_submit_to_ack_batch_latency
993,0.18899083,append_submit_to_ack_batch_latency
994,0.19082569,append_submit_to_ack_batch_latency
994,0.19266055,append_submit_to_ack_batch_latency
996,0.19449541,append_submit_to_ack_batch_latency
1000,0.19633028,append_submit_to_ack_batch_latency
1000,0.19816514,append_submit_to_ack_batch_latency
1001,0.20000000,append_submit_to_ack_batch_latency
1001,0.20183486,append_submit_to_ack_batch_latency
1002,0.20366972,append_submit_to_ack_batch_latency
1003,0.20550459,append_submit_to_ack_batch_latency
1003,0.20733945,append_submit_to_ack_batch_latency
1003,0.20917431,append_submit_to_ack_batch_latency
1004,0.21100917,append_submit_to_ack_batch_latency
1005,0.21284404,append_submit_to_ack_batch_latency
1006,0.21467890,append_submit_to_ack_batch_latency
1007,0.21651376,append_submit_to_ack_batch_latency
1007,0.21834862,append_submit_to_ack_batch_latency
1008,0.22018349,append_submit_to_ack_batch_latency
1009,0.22201835,append_submit_to_ack_batch_latency
1010,0.22385321,append_submit_to_ack_batch_latency
1012,0.22568807,append_submit_to_ack_batch_latency
1012,0.22752294,append_submit_to_ack_batch_latency
1014,0.22935780,append_submit_to_ack_batch_latency
1015,0.23119266,append_submit_to_ack_batch_latency
1015,0.23302752,append_submit_to_ack_batch_latency
1016,0.23486239,append_submit_to_ack_batch_latency
1016,0.23669725,append_submit_to_ack_batch_latency
1016,0.23853211,append_submit_to_ack_batch_latency
1018,0.24036697,append_submit_to_ack_batch_latency
1020,0.24220183,append_submit_to_ack_batch_latency
1022,0.24403670,append_submit_to_ack_batch_latency
1024,0.24587156,append_submit_to_ack_batch_latency
1024,0.24770642,append_submit_to_ack_batch_latency
1025,0.24954128,append_submit_to_ack_batch_latency
1029,0.25137615,append_submit_to_ack_batch_latency
1029,0.25321101,append_submit_to_ack_batch_latency
1029,0.25504587,append_submit_to_ack_batch_latency
1030,0.25688073,append_submit_to_ack_batch_latency
1030,0.25871560,append_submit_to_ack_batch_latency
1031,0.26055046,append_submit_to_ack_batch_latency
1034,0.26238532,append_submit_to_ack_batch_latency
1036,0.26422018,append_submit_to_ack_batch_latency
1037,0.26605505,append_submit_to_ack_batch_latency
1038,0.26788991,append_submit_to_ack_batch_latency
1038,0.26972477,append_submit_to_ack_batch_latency
1040,0.27155963,append_submit_to_ack_batch_latency
1041,0.27339450,append_submit_to_ack_batch_latency
1042,0.27522936,append_submit_to_ack_batch_latency
1045,0.27706422,append_submit_to_ack_batch_latency
1049,0.27889908,append_submit_to_ack_batch_latency
1050,0.28073394,append_submit_to_ack_batch_latency
1050,0.28256881,append_submit_to_ack_batch_latency
1050,0.28440367,append_submit_to_ack_batch_latency
1050,0.28623853,append_submit_to_ack_batch_latency
1051,0.28807339,append_submit_to_ack_batch_latency
1054,0.28990826,append_submit_to_ack_batch_latency
1054,0.29174312,append_submit_to_ack_batch_latency
1055,0.29357798,append_submit_to_ack_batch_latency
1057,0.29541284,append_submit_to_ack_batch_latency
1058,0.29724771,append_submit_to_ack_batch_latency
1060,0.29908257,append_submit_to_ack_batch_latency
1060,0.30091743,append_submit_to_ack_batch_latency
1060,0.30275229,append_submit_to_ack_batch_latency
1065,0.30458716,append_submit_to_ack_batch_latency
1066,0.30642202,append_submit_to_ack_batch_latency
1068,0.30825688,append_submit_to_ack_batch_latency
1068,0.31009174,append_submit_to_ack_batch_latency
1069,0.31192661,append_submit_to_ack_batch_latency
1069,0.31376147,append_submit_to_ack_batch_latency
1074,0.31559633,append_submit_to_ack_batch_latency
1079,0.31743119,append_submit_to_ack_batch_latency
1080,0.31926606,append_submit_to_ack_batch_latency
1081,0.32110092,append_submit_to_ack_batch_latency
1081,0.32293578,append_submit_to_ack_batch_latency
1081,0.32477064,append_submit_to_ack_batch_latency
1082,0.32660550,append_submit_to_ack_batch_latency
1082,0.32844037,append_submit_to_ack_batch_latency
1082,0.33027523,append_submit_to_ack_batch_latency
1083,0.33211009,append_submit_to_ack_batch_latency
1094,0.33394495,append_submit_to_ack_batch_latency
1094,0.33577982,append_submit_to_ack_batch_latency
1095,0.33761468,append_submit_to_ack_batch_latency
1095,0.33944954,append_submit_to_ack_batch_latency
1097,0.34128440,append_submit_to_ack_batch_latency
1098,0.34311927,append_submit_to_ack_batch_latency
1102,0.34495413,append_submit_to_ack_batch_latency
1107,0.34678899,append_submit_to_ack_batch_latency
1107,0.34862385,append_submit_to_ack_batch_latency
1110,0.35045872,append_submit_to_ack_batch_latency
1111,0.35229358,append_submit_to_ack_batch_latency
1112,0.35412844,append_submit_to_ack_batch_latency
1113,0.35596330,append_submit_to_ack_batch_latency
1114,0.35779817,append_submit_to_ack_batch_latency
1114,0.35963303,append_submit_to_ack_batch_latency
1117,0.36146789,append_submit_to_ack_batch_latency
1119,0.36330275,append_submit_to_ack_batch_latency
1121,0.36513761,append_submit_to_ack_batch_latency
1121,0.36697248,append_submit_to_ack_batch_latency
1122,0.36880734,append_submit_to_ack_batch_latency
1122,0.37064220,append_submit_to_ack_batch_latency
1125,0.37247706,append_submit_to_ack_batch_latency
1126,0.37431193,append_submit_to_ack_batch_latency
1128,0.37614679,append_submit_to_ack_batch_latency
1128,0.37798165,append_submit_to_ack_batch_latency
1129,0.37981651,append_submit_to_ack_batch_latency
1130,0.38165138,append_submit_to_ack_batch_latency
1130,0.38348624,append_submit_to_ack_batch_latency
1138,0.38532110,append_submit_to_ack_batch_latency
1142,0.38715596,append_submit_to_ack_batch_latency
1142,0.38899083,append_submit_to_ack_batch_latency
1143,0.39082569,append_submit_to_ack_batch_latency
1143,0.39266055,append_submit_to_ack_batch_latency
1144,0.39449541,append_submit_to_ack_batch_latency
1145,0.39633028,append_submit_to_ack_batch_latency
1146,0.39816514,append_submit_to_ack_batch_latency
1147,0.40000000,append_submit_to_ack_batch_latency
1147,0.40183486,append_submit_to_ack_batch_latency
1147,0.40366972,append_submit_to_ack_batch_latency
1148,0.40550459,append_submit_to_ack_batch_latency
1148,0.40733945,append_submit_to_ack_batch_latency
1148,0.40917431,append_submit_to_ack_batch_latency
1150,0.41100917,append_submit_to_ack_batch_latency
1150,0.41284404,append_submit_to_ack_batch_latency
1151,0.41467890,append_submit_to_ack_batch_latency
1151,0.41651376,append_submit_to_ack_batch_latency
1152,0.41834862,append_submit_to_ack_batch_latency
1153,0.42018349,append_submit_to_ack_batch_latency
1155,0.42201835,append_submit_to_ack_batch_latency
1155,0.42385321,append_submit_to_ack_batch_latency
1156,0.42568807,append_submit_to_ack_batch_latency
1158,0.42752294,append_submit_to_ack_batch_latency
1159,0.42935780,append_submit_to_ack_batch_latency
1159,0.43119266,append_submit_to_ack_batch_latency
1161,0.43302752,append_submit_to_ack_batch_latency
1162,0.43486239,append_submit_to_ack_batch_latency
1162,0.43669725,append_submit_to_ack_batch_latency
1164,0.43853211,append_submit_to_ack_batch_latency
1165,0.44036697,append_submit_to_ack_batch_latency
1165,0.44220183,append_submit_to_ack_batch_latency
1166,0.44403670,append_submit_to_ack_batch_latency
1166,0.44587156,append_submit_to_ack_batch_latency
1168,0.44770642,append_submit_to_ack_batch_latency
1169,0.44954128,append_submit_to_ack_batch_latency
1172,0.45137615,append_submit_to_ack_batch_latency
1172,0.45321101,append_submit_to_ack_batch_latency
1173,0.45504587,append_submit_to_ack_batch_latency
1174,0.45688073,append_submit_to_ack_batch_latency
1174,0.45871560,append_submit_to_ack_batch_latency
1177,0.46055046,append_submit_to_ack_batch_latency
1178,0.46238532,append_submit_to_ack_batch_latency
1179,0.46422018,append_submit_to_ack_batch_latency
1179,0.46605505,append_submit_to_ack_batch_latency
1179,0.46788991,append_submit_to_ack_batch_latency
1182,0.46972477,append_submit_to_ack_batch_latency
1183,0.47155963,append_submit_to_ack_batch_latency
1183,0.47339450,append_submit_to_ack_batch_latency
