message_size,total_message_size,num_threads_per_broker,ack_level,order,replication_factor,replicate_tinode,num_clients,num_brokers_to_kill,failure_percentage,sequencer_type,pub_bandwidth_mbps,sub_bandwidth_mbps,e2e_bandwidth_mbps
1024,1073741824,4,1,5,0,false,1,0,0,EMBARCADERO,0,0,0
1024,10737418240,4,2,5,0,false,1,0,0,EMBARCADERO,0,0,0
1024,104857600,4,1,5,0,false,1,0,0,EMBARCADERO,49.6996,0,0
