Latency_us,CumulativeProbability,Metric
749,0.00183486,append_submit_to_ack_batch_latency
766,0.00366972,append_submit_to_ack_batch_latency
770,0.00550459,append_submit_to_ack_batch_latency
773,0.00733945,append_submit_to_ack_batch_latency
775,0.00917431,append_submit_to_ack_batch_latency
776,0.01100917,append_submit_to_ack_batch_latency
779,0.01284404,append_submit_to_ack_batch_latency
785,0.01467890,append_submit_to_ack_batch_latency
788,0.01651376,append_submit_to_ack_batch_latency
793,0.01834862,append_submit_to_ack_batch_latency
803,0.02018349,append_submit_to_ack_batch_latency
808,0.02201835,append_submit_to_ack_batch_latency
817,0.02385321,append_submit_to_ack_batch_latency
822,0.02568807,append_submit_to_ack_batch_latency
829,0.02752294,append_submit_to_ack_batch_latency
833,0.02935780,append_submit_to_ack_batch_latency
833,0.03119266,append_submit_to_ack_batch_latency
841,0.03302752,append_submit_to_ack_batch_latency
847,0.03486239,append_submit_to_ack_batch_latency
848,0.03669725,append_submit_to_ack_batch_latency
850,0.03853211,append_submit_to_ack_batch_latency
851,0.04036697,append_submit_to_ack_batch_latency
852,0.04220183,append_submit_to_ack_batch_latency
852,0.04403670,append_submit_to_ack_batch_latency
855,0.04587156,append_submit_to_ack_batch_latency
859,0.04770642,append_submit_to_ack_batch_latency
859,0.04954128,append_submit_to_ack_batch_latency
864,0.05137615,append_submit_to_ack_batch_latency
867,0.05321101,append_submit_to_ack_batch_latency
867,0.05504587,append_submit_to_ack_batch_latency
870,0.05688073,append_submit_to_ack_batch_latency
871,0.05871560,append_submit_to_ack_batch_latency
871,0.06055046,append_submit_to_ack_batch_latency
871,0.06238532,append_submit_to_ack_batch_latency
872,0.06422018,append_submit_to_ack_batch_latency
873,0.06605505,append_submit_to_ack_batch_latency
878,0.06788991,append_submit_to_ack_batch_latency
879,0.06972477,append_submit_to_ack_batch_latency
881,0.07155963,append_submit_to_ack_batch_latency
882,0.07339450,append_submit_to_ack_batch_latency
885,0.07522936,append_submit_to_ack_batch_latency
886,0.07706422,append_submit_to_ack_batch_latency
889,0.07889908,append_submit_to_ack_batch_latency
890,0.08073394,append_submit_to_ack_batch_latency
892,0.08256881,append_submit_to_ack_batch_latency
892,0.08440367,append_submit_to_ack_batch_latency
896,0.08623853,append_submit_to_ack_batch_latency
901,0.08807339,append_submit_to_ack_batch_latency
903,0.08990826,append_submit_to_ack_batch_latency
903,0.09174312,append_submit_to_ack_batch_latency
904,0.09357798,append_submit_to_ack_batch_latency
904,0.09541284,append_submit_to_ack_batch_latency
905,0.09724771,append_submit_to_ack_batch_latency
906,0.09908257,append_submit_to_ack_batch_latency
906,0.10091743,append_submit_to_ack_batch_latency
906,0.10275229,append_submit_to_ack_batch_latency
910,0.10458716,append_submit_to_ack_batch_latency
911,0.10642202,append_submit_to_ack_batch_latency
911,0.10825688,append_submit_to_ack_batch_latency
912,0.11009174,append_submit_to_ack_batch_latency
915,0.11192661,append_submit_to_ack_batch_latency
915,0.11376147,append_submit_to_ack_batch_latency
916,0.11559633,append_submit_to_ack_batch_latency
917,0.11743119,append_submit_to_ack_batch_latency
917,0.11926606,append_submit_to_ack_batch_latency
922,0.12110092,append_submit_to_ack_batch_latency
924,0.12293578,append_submit_to_ack_batch_latency
924,0.12477064,append_submit_to_ack_batch_latency
924,0.12660550,append_submit_to_ack_batch_latency
924,0.12844037,append_submit_to_ack_batch_latency
928,0.13027523,append_submit_to_ack_batch_latency
930,0.13211009,append_submit_to_ack_batch_latency
931,0.13394495,append_submit_to_ack_batch_latency
933,0.13577982,append_submit_to_ack_batch_latency
935,0.13761468,append_submit_to_ack_batch_latency
935,0.13944954,append_submit_to_ack_batch_latency
936,0.14128440,append_submit_to_ack_batch_latency
939,0.14311927,append_submit_to_ack_batch_latency
941,0.14495413,append_submit_to_ack_batch_latency
944,0.14678899,append_submit_to_ack_batch_latency
944,0.14862385,append_submit_to_ack_batch_latency
949,0.15045872,append_submit_to_ack_batch_latency
951,0.15229358,append_submit_to_ack_batch_latency
951,0.15412844,append_submit_to_ack_batch_latency
952,0.15596330,append_submit_to_ack_batch_latency
952,0.15779817,append_submit_to_ack_batch_latency
952,0.15963303,append_submit_to_ack_batch_latency
954,0.16146789,append_submit_to_ack_batch_latency
954,0.16330275,append_submit_to_ack_batch_latency
955,0.16513761,append_submit_to_ack_batch_latency
956,0.16697248,append_submit_to_ack_batch_latency
958,0.16880734,append_submit_to_ack_batch_latency
959,0.17064220,append_submit_to_ack_batch_latency
960,0.17247706,append_submit_to_ack_batch_latency
960,0.17431193,append_submit_to_ack_batch_latency
961,0.17614679,append_submit_to_ack_batch_latency
966,0.17798165,append_submit_to_ack_batch_latency
966,0.17981651,append_submit_to_ack_batch_latency
967,0.18165138,append_submit_to_ack_batch_latency
967,0.18348624,append_submit_to_ack_batch_latency
969,0.18532110,append_submit_to_ack_batch_latency
972,0.18715596,append_submit_to_ack_batch_latency
972,0.18899083,append_submit_to_ack_batch_latency
973,0.19082569,append_submit_to_ack_batch_latency
973,0.19266055,append_submit_to_ack_batch_latency
975,0.19449541,append_submit_to_ack_batch_latency
975,0.19633028,append_submit_to_ack_batch_latency
976,0.19816514,append_submit_to_ack_batch_latency
976,0.20000000,append_submit_to_ack_batch_latency
977,0.20183486,append_submit_to_ack_batch_latency
978,0.20366972,append_submit_to_ack_batch_latency
978,0.20550459,append_submit_to_ack_batch_latency
980,0.20733945,append_submit_to_ack_batch_latency
981,0.20917431,append_submit_to_ack_batch_latency
981,0.21100917,append_submit_to_ack_batch_latency
981,0.21284404,append_submit_to_ack_batch_latency
981,0.21467890,append_submit_to_ack_batch_latency
982,0.21651376,append_submit_to_ack_batch_latency
985,0.21834862,append_submit_to_ack_batch_latency
985,0.22018349,append_submit_to_ack_batch_latency
986,0.22201835,append_submit_to_ack_batch_latency
990,0.22385321,append_submit_to_ack_batch_latency
994,0.22568807,append_submit_to_ack_batch_latency
998,0.22752294,append_submit_to_ack_batch_latency
998,0.22935780,append_submit_to_ack_batch_latency
1001,0.23119266,append_submit_to_ack_batch_latency
1002,0.23302752,append_submit_to_ack_batch_latency
1005,0.23486239,append_submit_to_ack_batch_latency
1008,0.23669725,append_submit_to_ack_batch_latency
1010,0.23853211,append_submit_to_ack_batch_latency
1010,0.24036697,append_submit_to_ack_batch_latency
1011,0.24220183,append_submit_to_ack_batch_latency
1012,0.24403670,append_submit_to_ack_batch_latency
1017,0.24587156,append_submit_to_ack_batch_latency
1018,0.24770642,append_submit_to_ack_batch_latency
1018,0.24954128,append_submit_to_ack_batch_latency
1020,0.25137615,append_submit_to_ack_batch_latency
1020,0.25321101,append_submit_to_ack_batch_latency
1021,0.25504587,append_submit_to_ack_batch_latency
1022,0.25688073,append_submit_to_ack_batch_latency
1023,0.25871560,append_submit_to_ack_batch_latency
1024,0.26055046,append_submit_to_ack_batch_latency
1024,0.26238532,append_submit_to_ack_batch_latency
1025,0.26422018,append_submit_to_ack_batch_latency
1026,0.26605505,append_submit_to_ack_batch_latency
1027,0.26788991,append_submit_to_ack_batch_latency
1029,0.26972477,append_submit_to_ack_batch_latency
1031,0.27155963,append_submit_to_ack_batch_latency
1031,0.27339450,append_submit_to_ack_batch_latency
1031,0.27522936,append_submit_to_ack_batch_latency
1034,0.27706422,append_submit_to_ack_batch_latency
1035,0.27889908,append_submit_to_ack_batch_latency
1038,0.28073394,append_submit_to_ack_batch_latency
1039,0.28256881,append_submit_to_ack_batch_latency
1040,0.28440367,append_submit_to_ack_batch_latency
1041,0.28623853,append_submit_to_ack_batch_latency
1042,0.28807339,append_submit_to_ack_batch_latency
1042,0.28990826,append_submit_to_ack_batch_latency
1044,0.29174312,append_submit_to_ack_batch_latency
1045,0.29357798,append_submit_to_ack_batch_latency
1045,0.29541284,append_submit_to_ack_batch_latency
1046,0.29724771,append_submit_to_ack_batch_latency
1046,0.29908257,append_submit_to_ack_batch_latency
1048,0.30091743,append_submit_to_ack_batch_latency
1048,0.30275229,append_submit_to_ack_batch_latency
1048,0.30458716,append_submit_to_ack_batch_latency
1048,0.30642202,append_submit_to_ack_batch_latency
1049,0.30825688,append_submit_to_ack_batch_latency
1049,0.31009174,append_submit_to_ack_batch_latency
1053,0.31192661,append_submit_to_ack_batch_latency
1053,0.31376147,append_submit_to_ack_batch_latency
1053,0.31559633,append_submit_to_ack_batch_latency
1053,0.31743119,append_submit_to_ack_batch_latency
1054,0.31926606,append_submit_to_ack_batch_latency
1057,0.32110092,append_submit_to_ack_batch_latency
1057,0.32293578,append_submit_to_ack_batch_latency
1058,0.32477064,append_submit_to_ack_batch_latency
1058,0.32660550,append_submit_to_ack_batch_latency
1059,0.32844037,append_submit_to_ack_batch_latency
1065,0.33027523,append_submit_to_ack_batch_latency
1066,0.33211009,append_submit_to_ack_batch_latency
1067,0.33394495,append_submit_to_ack_batch_latency
1068,0.33577982,append_submit_to_ack_batch_latency
1068,0.33761468,append_submit_to_ack_batch_latency
1070,0.33944954,append_submit_to_ack_batch_latency
1070,0.34128440,append_submit_to_ack_batch_latency
