RealTimeThroughput
10660.6
11124.2
11068.7
10752.7
10853
10992.6
10412.3
11183.2
10520.5
10800.4
10756.9
10920.1
11239.9
10639.7
11110.1
10761.5
10954.7
11139.6
10852.5
10877.9
10496.4
11082.8
10824
11136.8
10556.1
9381.54
9348.46
9222.42
9642.19
10056.7
8487.09
8664.52
9012.8
8402.14
8163.76
7984.91
9083.8
8311.47
8307.88
8410.98
8867.82
8592.82
8079.38
8740.81
7814.92
8439.2
8242.22
8267.06
8528.09
7758.9
8697.35
7726.24
8735.61
8261.46
8558.03
8642.43
8396.04
8685.51
7837.58
8778.3
8127.89
8521.44
8499.45
8493.9
8728.53
8157.42
8769.7
7990.65
8660.02
8329.67
8644.24
8183.45
8105
8883.4
8136.88
8663.99
8049.61
8731.67
8773.68
8742.97
8684.15
8153.2
9235.74
8509.88
8556.14
8252.45
8995.78
8318.83
7312.81
7596.92
7178.02
7288.48
7268.32
7615.16
7638.02
7297.96
7698.75
7388.6
7184.89
7674.37
7251.12
7484.98
7681.87
7553.29
7635.52
7264.69
7350.09
7687.7
7287.07
7674.2
7364.14
7540.41
7665.55
7423.69
6879.36
7055.74
7057.57
7782.89
7137.93
7129.27
7332.34
6945.7
7226.44
7249.6
6774.18
7736.5
7148.85
7190.66
7696.88
7111.51
7281.24
6949.36
6951.68
1775.92
0
0
0
0
8709.61
13661.8
13313.7
12595.3
13335.6
12499.6
11716.4
12022.6
11640.7
11984.7
11898.2
12260.1
11340.4
12041.8
12301.7
11677.2
10813.4
11290.8
11478.8
11601.3
11362.2
9049.11
8876.69
4863.21
1769.93
