RealTimeThroughput
9717.21
10969.6
11177.7
10572.4
10736.3
10917.7
10631.5
11302.1
10355.5
11103.3
11927.5
13140.3
12877.1
12230
11396.1
10824.3
11359.1
10912.4
11287.3
11040.9
11338.7
11391.7
11148.6
11198.7
11029
11565.3
11402.1
11514.9
11720.9
11502.7
11521.3
11352.8
11734.5
11254.6
11149.6
10926
10969.2
10934.7
11458.8
11325.4
11252.9
11424.5
11561.3
11512.9
11392.7
11465.5
11429.2
11486.8
11407.3
11215.7
11625.5
11778.9
11846.5
11457.7
11557.8
11176.5
11418.5
11244.5
11344.1
11558.7
11267
11411.1
11122.4
10960.2
10275.1
10557.8
10994.2
10718.3
10913.2
10567
10879.7
10743
10691.8
10801.4
10566.3
10628.5
10715.4
10637.6
10866
10552.9
10951.2
10708.2
11054.7
10691.5
10693.1
10768.4
10399.1
10615
10592.7
10356.2
10650.9
10520.2
10397.2
10178
10370.5
10388.8
10470.9
10586.2
10437.5
10637.9
10652.2
10545
10332.4
10411.9
10698.5
10526.5
10312.3
10690
10533
10732.7
10483.7
10730.5
10271
10353.6
10424.3
10185.9
10258.2
10540.3
9505.64
