message_size,total_message_size,num_threads,ack_level,order,replication_factor,replicate_tinode,num_clients,num_brokers_to_kill,failure_percentage,pubBandwidthMBps,subBandwidthMBps,e2eBandwidthMBps
512,10737418240,4,2,0,3,0,1,0,0,3796.78,0,0
512,10737418240,4,2,0,3,0,1,0,0,3063.87,0,0
1024,10737418240,4,2,0,1,0,1,0,0,7382.65,0,0
1024,10737418240,4,2,0,1,0,1,0,0,7340.26,0,0
1024,10737418240,4,2,0,1,0,1,0,0,8081.45,0,0
1024,10737418240,4,2,0,1,0,1,0,0,7110.35,0,0
1024,10737418240,4,2,0,1,0,1,0,0,6622.37,0,0
1024,10737418240,4,2,0,2,0,1,0,0,4510.23,0,0
1024,10737418240,4,2,0,2,0,1,0,0,4710.55,0,0
1024,10737418240,4,2,0,2,0,1,0,0,4935.64,0,0
1024,10737418240,4,2,0,2,0,1,0,0,6172.2,0,0
1024,10737418240,4,2,0,2,0,1,0,0,5255.08,0,0
1024,10737418240,4,2,0,3,0,1,0,0,3588.93,0,0
1024,10737418240,4,2,0,3,0,1,0,0,3829.24,0,0
1024,10737418240,4,2,0,3,0,1,0,0,3867.77,0,0
1024,10737418240,4,2,0,3,0,1,0,0,3593.99,0,0
1024,10737418240,4,2,0,3,0,1,0,0,4342.3,0,0
4096,10737418240,4,2,0,1,0,1,0,0,9223.73,0,0
4096,10737418240,4,2,0,1,0,1,0,0,9228.6,0,0
4096,10737418240,4,2,0,1,0,1,0,0,9095.9,0,0
4096,10737418240,4,2,0,1,0,1,0,0,9045.69,0,0
4096,10737418240,4,2,0,1,0,1,0,0,9373.29,0,0
4096,10737418240,4,2,0,1,0,1,0,0,7408.79,0,0
4096,10737418240,4,2,0,1,0,1,0,0,9428.25,0,0
4096,10737418240,4,2,0,2,0,1,0,0,6887.41,0,0
4096,10737418240,4,2,0,2,0,1,0,0,6881.86,0,0
4096,10737418240,4,2,0,2,0,1,0,0,6780.52,0,0
4096,10737418240,4,2,0,2,0,1,0,0,5960.75,0,0
4096,10737418240,4,2,0,2,0,1,0,0,6959.38,0,0
4096,10737418240,4,2,0,3,0,1,0,0,4074.96,0,0
4096,10737418240,4,2,0,3,0,1,0,0,4579.91,0,0
4096,10737418240,4,2,0,3,0,1,0,0,4298.49,0,0
4096,10737418240,4,2,0,3,0,1,0,0,3658.26,0,0
65536,10737418240,4,2,0,1,0,1,0,0,7773.51,0,0
65536,10737418240,4,2,0,1,0,1,0,0,9252.81,0,0
65536,10737418240,4,2,0,1,0,1,0,0,9446.44,0,0
65536,10737418240,4,2,0,1,0,1,0,0,8548.63,0,0
65536,10737418240,4,2,0,1,0,1,0,0,8260.21,0,0
65536,10737418240,4,2,0,2,0,1,0,0,7019.87,0,0
65536,10737418240,4,2,0,2,0,1,0,0,7204.67,0,0
65536,10737418240,4,2,0,2,0,1,0,0,5953.72,0,0
65536,10737418240,4,2,0,2,0,1,0,0,7014.46,0,0
65536,10737418240,4,2,0,2,0,1,0,0,5618.18,0,0
65536,10737418240,4,2,0,3,0,1,0,0,4563.12,0,0
65536,10737418240,4,2,0,3,0,1,0,0,5417.8,0,0
65536,10737418240,4,2,0,3,0,1,0,0,5643.9,0,0
65536,10737418240,4,2,0,3,0,1,0,0,4175.44,0,0
65536,10737418240,4,2,0,3,0,1,0,0,4206.36,0,0
1048576,10737418240,4,2,0,1,0,1,0,0,9707,0,0
1048576,10737418240,4,2,0,1,0,1,0,0,9523.08,0,0
1048576,10737418240,4,2,0,1,0,1,0,0,9557.43,0,0
1048576,10737418240,4,2,0,1,0,1,0,0,9591.92,0,0
1048576,10737418240,4,2,0,1,0,1,0,0,9642.35,0,0
1048576,10737418240,4,2,0,2,0,1,0,0,7065.45,0,0
1048576,10737418240,4,2,0,2,0,1,0,0,7122.59,0,0
1048576,10737418240,4,2,0,2,0,1,0,0,7076.3,0,0
1048576,10737418240,4,2,0,2,0,1,0,0,7090.25,0,0
1048576,10737418240,4,2,0,2,0,1,0,0,6520.61,0,0
1048576,10737418240,4,2,0,3,0,1,0,0,5867.32,0,0
1048576,10737418240,4,2,0,3,0,1,0,0,4644.61,0,0
1048576,10737418240,4,2,0,3,0,1,0,0,5600.88,0,0
1048576,10737418240,4,2,0,3,0,1,0,0,4730.4,0,0
1048576,10737418240,4,2,0,3,0,1,0,0,4842.2,0,0
1024,10737418240,4,0,0,1,0,1,0,0,8499.78,0,0
1024,10737418240,4,0,0,1,0,1,0,0,8240.3,0,0
1024,10737418240,4,0,0,1,0,1,0,0,7130.66,0,0
1024,10737418240,4,0,0,1,0,1,0,0,8327.56,0,0
1024,10737418240,4,0,0,1,0,1,0,0,8218.1,0,0
1024,10737418240,4,0,0,2,0,1,0,0,5406.44,0,0
1024,10737418240,4,0,0,2,0,1,0,0,6591.63,0,0
1024,10737418240,4,0,0,2,0,1,0,0,6109.61,0,0
1024,10737418240,4,0,0,2,0,1,0,0,4843.98,0,0
1024,10737418240,4,0,0,2,0,1,0,0,5428.4,0,0
1024,10737418240,4,0,0,3,0,1,0,0,5507.19,0,0
1024,10737418240,4,0,0,3,0,1,0,0,5337.27,0,0
1024,10737418240,4,0,0,3,0,1,0,0,3919.08,0,0
1024,10737418240,4,0,0,3,0,1,0,0,4138.07,0,0
1024,10737418240,4,0,0,3,0,1,0,0,3640.66,0,0
1024,10737418240,3,0,0,1,0,1,0,0,EMBARCADERO,7409.69,0,0
1024,10737418240,3,2,0,1,0,1,0,0,EMBARCADERO,8385.05,0,0
1024,10737418240,3,1,0,1,0,1,0,0,EMBARCADERO,6706.2,0,0
