Latency_us,CumulativeProbability,Metric
984,0.00183486,append_submit_to_ack_batch_latency
989,0.00366972,append_submit_to_ack_batch_latency
994,0.00550459,append_submit_to_ack_batch_latency
995,0.00733945,append_submit_to_ack_batch_latency
998,0.00917431,append_submit_to_ack_batch_latency
1005,0.01100917,append_submit_to_ack_batch_latency
1011,0.01284404,append_submit_to_ack_batch_latency
1016,0.01467890,append_submit_to_ack_batch_latency
1017,0.01651376,append_submit_to_ack_batch_latency
1018,0.01834862,append_submit_to_ack_batch_latency
1019,0.02018349,append_submit_to_ack_batch_latency
1020,0.02201835,append_submit_to_ack_batch_latency
1021,0.02385321,append_submit_to_ack_batch_latency
1033,0.02568807,append_submit_to_ack_batch_latency
1038,0.02752294,append_submit_to_ack_batch_latency
1044,0.02935780,append_submit_to_ack_batch_latency
1044,0.03119266,append_submit_to_ack_batch_latency
1045,0.03302752,append_submit_to_ack_batch_latency
1162,0.03486239,append_submit_to_ack_batch_latency
1162,0.03669725,append_submit_to_ack_batch_latency
1165,0.03853211,append_submit_to_ack_batch_latency
1173,0.04036697,append_submit_to_ack_batch_latency
1173,0.04220183,append_submit_to_ack_batch_latency
1174,0.04403670,append_submit_to_ack_batch_latency
1177,0.04587156,append_submit_to_ack_batch_latency
1178,0.04770642,append_submit_to_ack_batch_latency
1178,0.04954128,append_submit_to_ack_batch_latency
1179,0.05137615,append_submit_to_ack_batch_latency
1179,0.05321101,append_submit_to_ack_batch_latency
1183,0.05504587,append_submit_to_ack_batch_latency
1185,0.05688073,append_submit_to_ack_batch_latency
1197,0.05871560,append_submit_to_ack_batch_latency
1198,0.06055046,append_submit_to_ack_batch_latency
1200,0.06238532,append_submit_to_ack_batch_latency
1200,0.06422018,append_submit_to_ack_batch_latency
1201,0.06605505,append_submit_to_ack_batch_latency
1201,0.06788991,append_submit_to_ack_batch_latency
1202,0.06972477,append_submit_to_ack_batch_latency
1204,0.07155963,append_submit_to_ack_batch_latency
1205,0.07339450,append_submit_to_ack_batch_latency
1208,0.07522936,append_submit_to_ack_batch_latency
1209,0.07706422,append_submit_to_ack_batch_latency
1210,0.07889908,append_submit_to_ack_batch_latency
1211,0.08073394,append_submit_to_ack_batch_latency
1211,0.08256881,append_submit_to_ack_batch_latency
1211,0.08440367,append_submit_to_ack_batch_latency
1212,0.08623853,append_submit_to_ack_batch_latency
1213,0.08807339,append_submit_to_ack_batch_latency
1214,0.08990826,append_submit_to_ack_batch_latency
1214,0.09174312,append_submit_to_ack_batch_latency
1215,0.09357798,append_submit_to_ack_batch_latency
1216,0.09541284,append_submit_to_ack_batch_latency
1216,0.09724771,append_submit_to_ack_batch_latency
1216,0.09908257,append_submit_to_ack_batch_latency
1217,0.10091743,append_submit_to_ack_batch_latency
1221,0.10275229,append_submit_to_ack_batch_latency
1222,0.10458716,append_submit_to_ack_batch_latency
1223,0.10642202,append_submit_to_ack_batch_latency
1223,0.10825688,append_submit_to_ack_batch_latency
1224,0.11009174,append_submit_to_ack_batch_latency
1226,0.11192661,append_submit_to_ack_batch_latency
1231,0.11376147,append_submit_to_ack_batch_latency
1231,0.11559633,append_submit_to_ack_batch_latency
1231,0.11743119,append_submit_to_ack_batch_latency
1231,0.11926606,append_submit_to_ack_batch_latency
1232,0.12110092,append_submit_to_ack_batch_latency
1235,0.12293578,append_submit_to_ack_batch_latency
1235,0.12477064,append_submit_to_ack_batch_latency
