Latency_us,CumulativeProbability,Metric
837,0.00183486,append_submit_to_ack_batch_latency
839,0.00366972,append_submit_to_ack_batch_latency
846,0.00550459,append_submit_to_ack_batch_latency
847,0.00733945,append_submit_to_ack_batch_latency
852,0.00917431,append_submit_to_ack_batch_latency
853,0.01100917,append_submit_to_ack_batch_latency
856,0.01284404,append_submit_to_ack_batch_latency
869,0.01467890,append_submit_to_ack_batch_latency
871,0.01651376,append_submit_to_ack_batch_latency
888,0.01834862,append_submit_to_ack_batch_latency
890,0.02018349,append_submit_to_ack_batch_latency
890,0.02201835,append_submit_to_ack_batch_latency
895,0.02385321,append_submit_to_ack_batch_latency
895,0.02568807,append_submit_to_ack_batch_latency
899,0.02752294,append_submit_to_ack_batch_latency
901,0.02935780,append_submit_to_ack_batch_latency
903,0.03119266,append_submit_to_ack_batch_latency
904,0.03302752,append_submit_to_ack_batch_latency
905,0.03486239,append_submit_to_ack_batch_latency
907,0.03669725,append_submit_to_ack_batch_latency
917,0.03853211,append_submit_to_ack_batch_latency
920,0.04036697,append_submit_to_ack_batch_latency
923,0.04220183,append_submit_to_ack_batch_latency
924,0.04403670,append_submit_to_ack_batch_latency
931,0.04587156,append_submit_to_ack_batch_latency
932,0.04770642,append_submit_to_ack_batch_latency
933,0.04954128,append_submit_to_ack_batch_latency
933,0.05137615,append_submit_to_ack_batch_latency
934,0.05321101,append_submit_to_ack_batch_latency
935,0.05504587,append_submit_to_ack_batch_latency
935,0.05688073,append_submit_to_ack_batch_latency
937,0.05871560,append_submit_to_ack_batch_latency
937,0.06055046,append_submit_to_ack_batch_latency
939,0.06238532,append_submit_to_ack_batch_latency
942,0.06422018,append_submit_to_ack_batch_latency
943,0.06605505,append_submit_to_ack_batch_latency
944,0.06788991,append_submit_to_ack_batch_latency
944,0.06972477,append_submit_to_ack_batch_latency
945,0.07155963,append_submit_to_ack_batch_latency
950,0.07339450,append_submit_to_ack_batch_latency
951,0.07522936,append_submit_to_ack_batch_latency
952,0.07706422,append_submit_to_ack_batch_latency
953,0.07889908,append_submit_to_ack_batch_latency
954,0.08073394,append_submit_to_ack_batch_latency
955,0.08256881,append_submit_to_ack_batch_latency
958,0.08440367,append_submit_to_ack_batch_latency
959,0.08623853,append_submit_to_ack_batch_latency
960,0.08807339,append_submit_to_ack_batch_latency
962,0.08990826,append_submit_to_ack_batch_latency
964,0.09174312,append_submit_to_ack_batch_latency
964,0.09357798,append_submit_to_ack_batch_latency
966,0.09541284,append_submit_to_ack_batch_latency
967,0.09724771,append_submit_to_ack_batch_latency
972,0.09908257,append_submit_to_ack_batch_latency
975,0.10091743,append_submit_to_ack_batch_latency
976,0.10275229,append_submit_to_ack_batch_latency
978,0.10458716,append_submit_to_ack_batch_latency
979,0.10642202,append_submit_to_ack_batch_latency
979,0.10825688,append_submit_to_ack_batch_latency
980,0.11009174,append_submit_to_ack_batch_latency
980,0.11192661,append_submit_to_ack_batch_latency
983,0.11376147,append_submit_to_ack_batch_latency
984,0.11559633,append_submit_to_ack_batch_latency
985,0.11743119,append_submit_to_ack_batch_latency
987,0.11926606,append_submit_to_ack_batch_latency
988,0.12110092,append_submit_to_ack_batch_latency
990,0.12293578,append_submit_to_ack_batch_latency
990,0.12477064,append_submit_to_ack_batch_latency
