message_size,total_message_size,num_threads,ack_level,order,replication_factor,replicate_tinode,num_clients,num_brokers_to_kill,failure_percentage,pubBandwidthMBps,subBandwidthMBps,e2eBandwidthMBps
65536,10737418240,4,0,0,3,0,1,0,0.2,5711.15,0,4884.92
65536,10737418240,4,0,0,3,0,1,0,0.2,5803.08,0,4995.68
65536,10737418240,4,0,0,3,0,1,0,0.2,5690.89,0,4977.52
1048576,10737418240,4,0,0,1,0,1,0,0.2,8601.24,0,6852.31
1048576,10737418240,4,0,0,1,0,1,0,0.2,8392.47,0,6876.54
1048576,10737418240,4,0,0,1,0,1,0,0.2,9484.03,0,6949.82
1048576,10737418240,4,0,0,1,0,1,0,0.2,9056.21,0,6616.43
1048576,10737418240,4,0,0,1,0,1,0,0.2,8772.75,0,6573.3
1048576,10737418240,4,0,0,2,0,1,0,0.2,6371.03,0,5982.63
1048576,10737418240,4,0,0,2,0,1,0,0.2,6475.34,0,5646.29
1048576,10737418240,4,0,0,2,0,1,0,0.2,6351.87,0,5676.05
1048576,10737418240,4,0,0,2,0,1,0,0.2,6121.36,0,5715.95
1048576,10737418240,4,0,0,2,0,1,0,0.2,6572.22,0,5722.67
1048576,10737418240,4,0,0,3,0,1,0,0.2,5530.61,0,4960.67
1048576,10737418240,4,0,0,3,0,1,0,0.2,5757.97,0,4915.99
1048576,10737418240,4,0,0,3,0,1,0,0.2,5636.19,0,4967.7
1048576,10737418240,4,0,0,3,0,1,0,0.2,5507.73,0,4762.85
1048576,10737418240,4,0,0,3,0,1,0,0.2,5223.35,0,4922.01
128,10737418240,4,2,0,1,0,1,0,0,2667.12,0,2650.98
128,10737418240,4,2,0,1,0,1,0,0,2729.8,0,2729.5
128,10737418240,4,2,0,1,0,1,0,0,2633.38,0,2018.49
128,10737418240,4,2,0,1,0,1,0,0,2947.2,0,2338.37
128,10737418240,4,2,0,1,0,1,0,0,2364.55,0,2354.29
128,10737418240,4,2,0,2,0,1,0,0,2251.21,0,1727.13
128,10737418240,4,2,0,2,0,1,0,0,2247.07,0,1753.74
128,10737418240,4,2,0,2,0,1,0,0,2667.11,0,1560.67
128,10737418240,4,2,0,2,0,1,0,0,2926.81,0,1170.58
128,10737418240,4,2,0,2,0,1,0,0,2814.33,0,1117.69
128,10737418240,4,2,0,3,0,1,0,0,2079.67,0,2047.99
128,10737418240,4,2,0,3,0,1,0,0,2116.61,0,1346.3
128,10737418240,4,2,0,3,0,1,0,0,2365.97,0,1037.69
128,10737418240,4,2,0,3,0,1,0,0,2592.03,0,758.009
128,10737418240,4,2,0,3,0,1,0,0,2206.08,0,968.656
512,10737418240,4,2,0,1,0,1,0,0,4427.75,0,4427.75
512,10737418240,4,2,0,1,0,1,0,0,5292.14,0,5292.13
512,10737418240,4,2,0,1,0,1,0,0,6339.5,0,5501.05
512,10737418240,4,2,0,1,0,1,0,0,5235.12,0,5224.49
512,10737418240,4,2,0,1,0,1,0,0,6031.83,0,5534.51
512,10737418240,4,2,0,2,0,1,0,0,5706.09,0,4930.19
512,10737418240,4,2,0,2,0,1,0,0,5158.16,0,4675.35
512,10737418240,4,2,0,2,0,1,0,0,4818.06,0,4479.96
512,10737418240,4,2,0,2,0,1,0,0,5280.08,0,4906.51
512,10737418240,4,2,0,2,0,1,0,0,4329.73,0,4320.43
512,10737418240,4,2,0,3,0,1,0,0,3004.7,0,3004.7
512,10737418240,4,2,0,3,0,1,0,0,4527.1,0,4195.6
512,10737418240,4,2,0,3,0,1,0,0,3123.64,0,3123.14
512,10737418240,4,2,0,3,0,1,0,0,3513.86,0,3513.03
512,10737418240,4,2,0,3,0,1,0,0,2722.81,0,2722.8
1024,10737418240,4,2,0,1,0,1,0,0,5767.53,0,5767.52
1024,10737418240,4,2,0,1,0,1,0,0,4712.03,0,4712.03
1024,10737418240,4,2,0,1,0,1,0,0,5852.02,0,5852.01
1024,10737418240,4,2,0,1,0,1,0,0,4299.03,0,4299.03
1024,10737418240,4,2,0,1,0,1,0,0,5244.18,0,5244.18
1024,10737418240,4,2,0,2,0,1,0,0,3967.86,0,3967.86
1024,10737418240,4,2,0,2,0,1,0,0,4419.98,0,4419.97
1024,10737418240,4,2,0,2,0,1,0,0,4783.23,0,4763.65
1024,10737418240,4,2,0,2,0,1,0,0,5287.77,0,5287.09
1024,10737418240,4,2,0,2,0,1,0,0,5173.61,0,5166.61
1024,10737418240,4,2,0,3,0,1,0,0,3011.87,0,3011.87
