Latency_us,CumulativeProbability,Metric
724,0.00183486,append_submit_to_ack_batch_latency
739,0.00366972,append_submit_to_ack_batch_latency
746,0.00550459,append_submit_to_ack_batch_latency
753,0.00733945,append_submit_to_ack_batch_latency
757,0.00917431,append_submit_to_ack_batch_latency
757,0.01100917,append_submit_to_ack_batch_latency
762,0.01284404,append_submit_to_ack_batch_latency
762,0.01467890,append_submit_to_ack_batch_latency
772,0.01651376,append_submit_to_ack_batch_latency
772,0.01834862,append_submit_to_ack_batch_latency
774,0.02018349,append_submit_to_ack_batch_latency
775,0.02201835,append_submit_to_ack_batch_latency
775,0.02385321,append_submit_to_ack_batch_latency
777,0.02568807,append_submit_to_ack_batch_latency
784,0.02752294,append_submit_to_ack_batch_latency
789,0.02935780,append_submit_to_ack_batch_latency
791,0.03119266,append_submit_to_ack_batch_latency
792,0.03302752,append_submit_to_ack_batch_latency
797,0.03486239,append_submit_to_ack_batch_latency
797,0.03669725,append_submit_to_ack_batch_latency
805,0.03853211,append_submit_to_ack_batch_latency
810,0.04036697,append_submit_to_ack_batch_latency
813,0.04220183,append_submit_to_ack_batch_latency
815,0.04403670,append_submit_to_ack_batch_latency
816,0.04587156,append_submit_to_ack_batch_latency
817,0.04770642,append_submit_to_ack_batch_latency
818,0.04954128,append_submit_to_ack_batch_latency
819,0.05137615,append_submit_to_ack_batch_latency
829,0.05321101,append_submit_to_ack_batch_latency
832,0.05504587,append_submit_to_ack_batch_latency
833,0.05688073,append_submit_to_ack_batch_latency
836,0.05871560,append_submit_to_ack_batch_latency
837,0.06055046,append_submit_to_ack_batch_latency
838,0.06238532,append_submit_to_ack_batch_latency
845,0.06422018,append_submit_to_ack_batch_latency
846,0.06605505,append_submit_to_ack_batch_latency
847,0.06788991,append_submit_to_ack_batch_latency
857,0.06972477,append_submit_to_ack_batch_latency
860,0.07155963,append_submit_to_ack_batch_latency
863,0.07339450,append_submit_to_ack_batch_latency
865,0.07522936,append_submit_to_ack_batch_latency
871,0.07706422,append_submit_to_ack_batch_latency
874,0.07889908,append_submit_to_ack_batch_latency
876,0.08073394,append_submit_to_ack_batch_latency
880,0.08256881,append_submit_to_ack_batch_latency
884,0.08440367,append_submit_to_ack_batch_latency
889,0.08623853,append_submit_to_ack_batch_latency
892,0.08807339,append_submit_to_ack_batch_latency
901,0.08990826,append_submit_to_ack_batch_latency
903,0.09174312,append_submit_to_ack_batch_latency
906,0.09357798,append_submit_to_ack_batch_latency
907,0.09541284,append_submit_to_ack_batch_latency
915,0.09724771,append_submit_to_ack_batch_latency
927,0.09908257,append_submit_to_ack_batch_latency
928,0.10091743,append_submit_to_ack_batch_latency
935,0.10275229,append_submit_to_ack_batch_latency
936,0.10458716,append_submit_to_ack_batch_latency
936,0.10642202,append_submit_to_ack_batch_latency
939,0.10825688,append_submit_to_ack_batch_latency
951,0.11009174,append_submit_to_ack_batch_latency
953,0.11192661,append_submit_to_ack_batch_latency
955,0.11376147,append_submit_to_ack_batch_latency
956,0.11559633,append_submit_to_ack_batch_latency
956,0.11743119,append_submit_to_ack_batch_latency
958,0.11926606,append_submit_to_ack_batch_latency
962,0.12110092,append_submit_to_ack_batch_latency
965,0.12293578,append_submit_to_ack_batch_latency
967,0.12477064,append_submit_to_ack_batch_latency
970,0.12660550,append_submit_to_ack_batch_latency
974,0.12844037,append_submit_to_ack_batch_latency
976,0.13027523,append_submit_to_ack_batch_latency
977,0.13211009,append_submit_to_ack_batch_latency
978,0.13394495,append_submit_to_ack_batch_latency
983,0.13577982,append_submit_to_ack_batch_latency
983,0.13761468,append_submit_to_ack_batch_latency
986,0.13944954,append_submit_to_ack_batch_latency
987,0.14128440,append_submit_to_ack_batch_latency
988,0.14311927,append_submit_to_ack_batch_latency
988,0.14495413,append_submit_to_ack_batch_latency
992,0.14678899,append_submit_to_ack_batch_latency
993,0.14862385,append_submit_to_ack_batch_latency
994,0.15045872,append_submit_to_ack_batch_latency
996,0.15229358,append_submit_to_ack_batch_latency
997,0.15412844,append_submit_to_ack_batch_latency
997,0.15596330,append_submit_to_ack_batch_latency
999,0.15779817,append_submit_to_ack_batch_latency
1001,0.15963303,append_submit_to_ack_batch_latency
1003,0.16146789,append_submit_to_ack_batch_latency
1006,0.16330275,append_submit_to_ack_batch_latency
1007,0.16513761,append_submit_to_ack_batch_latency
1007,0.16697248,append_submit_to_ack_batch_latency
1008,0.16880734,append_submit_to_ack_batch_latency
1011,0.17064220,append_submit_to_ack_batch_latency
1013,0.17247706,append_submit_to_ack_batch_latency
1014,0.17431193,append_submit_to_ack_batch_latency
1015,0.17614679,append_submit_to_ack_batch_latency
1015,0.17798165,append_submit_to_ack_batch_latency
1017,0.17981651,append_submit_to_ack_batch_latency
1018,0.18165138,append_submit_to_ack_batch_latency
1026,0.18348624,append_submit_to_ack_batch_latency
1030,0.18532110,append_submit_to_ack_batch_latency
1040,0.18715596,append_submit_to_ack_batch_latency
1045,0.18899083,append_submit_to_ack_batch_latency
1045,0.19082569,append_submit_to_ack_batch_latency
1046,0.19266055,append_submit_to_ack_batch_latency
1048,0.19449541,append_submit_to_ack_batch_latency
1049,0.19633028,append_submit_to_ack_batch_latency
1051,0.19816514,append_submit_to_ack_batch_latency
1051,0.20000000,append_submit_to_ack_batch_latency
1051,0.20183486,append_submit_to_ack_batch_latency
1053,0.20366972,append_submit_to_ack_batch_latency
