sequencer,control_transport,control_topology,mailbox_backing,cxl_layout_version,order,ack_level,replication_factor,rf_includes_primary,remote_replica_count,ack_durability_contract,lazylog_ack1_contract,lazylog_metadata_replica_count,order5_home_brokers,corfu_group_commit_bytes,corfu_group_commit_delay_us,corfu_token_gate_policy,corfu_token_delay_us,git_commit,git_dirty
EMBARCADERO,grpc,direct_global,not_applicable,4,5,1,0,true,0,not_applicable,not_applicable,0,,4194304,1000,cv_fail_closed_v1,0,d925dcb3d70814fcff69d3b5011ae617271c7e97,false
